Price Date,Our Price and Margin,,,,,,,DB Price,,,,RSS Price,,,,BTD    Aug-24,BTD    Sep-24,BTD    Apr-25,BTD May-25,BTD Jun-25,PRODUCT NAME HALDIRAM ,Plant Name,Product Code,CL. Stk.    18-Aug,on passage,Physical stock (Stock + in Transit),Product life in months,Balance Qty,Exp Month as on 02Aug,MRP,Scheme % on basic 5Aug to 31aug,Scheme % on basic 12Aug to 31aug,Pickup,Pickup,LPT 220CB,LPT 260CB,LPT 260CB,Purchase Qty,Closing qty
,,,,0.0000,,,,,,,,,,,0.00,-,,,,-,Elaichi Bread Toast 250 GM*5 KG NGP,Central Ware House,FA197402500500001D,33,,33,,0,,40,,,,,,,,,33
08-Aug-25,30.2600,5,20,635.4600,1.9237,1.58,3.50,31.3193,5,20,657.71,30.8421,5,20,647.68,-,100,77,20,86,Milk Bread Toast 250 GM*5 KG,Central Ware House,FA058602500500001D,11,100,111,5,0,Dec-25,40,,,,,,,,,11
16-Jul-25,6.7170,18,32,253.6339,1.9235,1.58,3.50,6.9521,18,32,262.51,6.8462,18,32,258.51,-,,,68,33,Cream Cone Vanilla 30 GM*0.96 KG,Central Ware House,FN090200300096000D,1,,1,3,0,Oct-25,10,,,,,,,,,1
15-Jul-25,6.9180,12,144,1115.7350,1.9225,1.58,3.50,7.1602,12,144,1154.80,7.0510,12,144,1137.19,-,,-,-,90,Woka Instant Noodles 52 Gm*7.488KG,Central Ware House,FQ050200520748800D,48,,48,3,0,Jan-26,10,,,,,,,,,48
,,,,0.0000,,,,,,,,,,,0.00,-,99,,3,3,Peeloz Choco Block 25 GM * 5KG,-,FI067200250500002D,,,0,,0,,10,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,-,40,,6,-,Peeloz French Vanilla 25 GM * 5 KG,-,FI067300250500002D,,,0,,0,,10,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,-,32,4,10,4,Peeloz Orange 25 GM * 5KG,-,FI067400250500002D,,,0,,0,,10,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,-,23,,7,2,Peeloz Strawberry MRP 10|25 GM * 5 KG,-,FI067500250500002D,,,0,,0,,10,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,4,2,8,Pasta Macroni Elbow 180 GM*21.6 KG NGP,Kapsi-1,FK065501802160000D,,,0,18,0,,20,,,,,,,,,0
08-Aug-25,292.8177,12,4,1311.8233,2.4155,1.58,4.00,304.5304,12,4,1364.30,299.8906,12,4,1343.51,,,,,-,Pasta Macroni Elbow 5KG*20KG NGP (Small),Kapsi-1,FK065550002000000D,8,,8,18,0,Dec-26,470,5,,,,,,,,8
,292.3024,,,0.0000,,,,,,,,,,,0.00,-,47,39,101,27,Pellets Trikona 5 KG*20 KG NGP,Kapsi-1,FK072350002000000D,50,,50,12,0,,450,5,,,,,,,,50
08-Aug-25,6.5666,5,220,1516.8846,3.6457,1.60,5.25,6.9113,5,220,1596.51,6.8060,5,220,1572.19,88,59,35,34,31,Vermicellirs 10|90 GM*19.8 KG NGP,Kapsi-1,FK116100901980000D,67,50,117,24,0,Jul-27,10,5,,,,,,,,67
08-Aug-25,27.9111,5,50,1465.3328,2.4152,1.59,4.00,29.0276,5,50,1523.95,28.5852,5,50,1500.72,28,27,,20,5,Vermicelli400Gm|400 GM*20 KG NGP,Kapsi-1,FK116104002000000D,1,,1,24,0,Jun-27,42,5,,,,,,,,1
15-Jul-25,56.4867,5,24,1423.4648,2.4158,1.58,4.00,58.7463,5,24,1480.41,57.8513,5,24,1457.85,11,1,2,10,5,Vermicelli 900 GM*21.6 KG NGP,Kapsi-1,FK116109002160000D,10,,10,24,0,Jan-27,85,5,,,,,,,,10
08-Aug-25,7.3154,0,320,2340.9280,2.4155,1.58,4.00,7.6080,0,320,2434.56,7.4921,0,320,2397.47,20,,4,,-,Bikaneri Papad 32 GM * 10.24 KG,Central Ware House,FK095300401280000D,10,,10,6,0,Jan-26,10,8,,,,,,,,10
,7.3154,,,0.0000,,,,,,,,,,,0.00,13,5,9,10,7,Papad Mung 32 GM*10.24 KG,Central Ware House,FK064200401280000D,,,0,6,0,,10,8,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,6,9,-,Papad Udad 40 GM*12.8 KG NGP,Central Ware House,FK064700401280000D,,,0,6,0,,10,8,,,,,,,,0
15-Jul-25,51.2078,0,60,3072.4680,2.4156,1.58,4.00,53.2562,0,60,3195.37,52.4448,0,60,3146.69,13,23,5,5,5,Bikaneri Papad200Gm|200 GM*12 KG NGP,Central Ware House,FK095302001200000D,9,,9,3,0,Oct-25,70,8,,,,,,,,9
15-Jul-25,54.8656,0,60,3291.9360,2.4155,1.58,4.00,57.0603,0,60,3423.62,56.1909,0,60,3371.45,10,12,2,11,8,Punjabi Medium Papad 200 GM*12 KG NGP,Central Ware House,FK184402001200000D,1,,1,6,0,,75,8,,,,,,,,1
19-Jul-25,118.6434,12,20,2657.6122,1.4356,1.56,3.00,122.2026,12,20,2737.34,120.3467,12,20,2695.77,20,,,,,GP-Sneh Bandhan 400 GM*8 KG,Central Ware House,FJ082704000800000D,,,0,4,0,,165,,,,,,,,,0
21-Jul-25,170.9128,12,12,2297.0680,2.4205,1.58,4.00,177.7493,12,12,2388.95,175.0498,12,12,2352.67,16,,,,,GP-Madhur Rishtey 600 GM*7.2 KG,Central Ware House,FJ049306000720000D,,,0,,0,,240,,,,,,,,,0
16-Jul-25,208.5250,12,12,2802.5760,1.4356,1.56,3.00,214.7805,12,12,2886.65,211.5185,12,12,2842.81,12,,,,,GP-Atoot Rishtey 720 GM*8.64 KG ,Central Ware House,FJ014607200864000D,,,0,4,0,,290,,,,,,,,,0
16-Jul-25,240.8820,12,12,3237.4541,1.4357,1.56,3.00,248.1084,12,12,3334.58,244.3404,12,12,3283.93,16,,,,,GP-Anmol Bandhan 950 GM*11.4 KG,Central Ware House,FJ013909501140000D,,,0,4,0,,335,,,,,,,,,0
31-Jul-25,48.2273,5,48,2430.6559,1.9230,1.58,3.50,49.9151,5,48,2515.72,49.1547,5,48,2477.40,3,20,20,23,5,Agra Petha 200 GM*9.6 KG NGP,Kasana-2,FH129102000960000D,,,0,12,0,Jul-26,65,,,,,,,,,0
15-Jul-25,77.9055,5,20,1636.0155,1.9231,1.58,3.50,80.6322,5,20,1693.28,79.4037,5,20,1667.48,28,18,16,23,21,Agra Petha 350 GM*7 KG NGP,Kasana-2,FH129103500700000D,9,,9,6,0,Jan-26,105,,,,,,,,,9
15-Jul-25,92.7446,5,32,3116.2186,1.9231,1.58,3.50,95.9907,5,32,3225.29,94.5282,5,32,3176.15,23,16,5,17,15,Gulab Jamun 500 GM*16 KG NGP,Kasana-2,FH039005001600000D,20,,20,9,0,Mar-26,125,2,,,,,,,,20
15-Jul-25,169.8439,5,18,3210.0497,1.4912,2.01,3.50,175.7881,5,18,3322.40,172.3766,5,18,3257.92,14,,6,7,9,Gulab Jamun1 KG*18 KG (Box Folding) NGP,Kasana-2,FH039010001800002D,17,,17,9,0,Mar-26,225,2,,,,,,,,17
15-Jul-25,92.7446,5,32,3116.2186,1.9231,1.58,3.50,95.9907,5,32,3225.29,94.5282,5,32,3176.15,16,13,15,10,10,Rasgulla 500 GM*16 KG NGP,Kasana-2,FH076105001600000D,21,,21,9,0,Feb-26,125,2,,,,,,,,21
15-Jul-25,169.8439,5,18,3210.0497,1.9229,1.58,3.50,175.7881,5,18,3322.40,173.1098,5,18,3271.78,12,15,11,12,10,Rasgulla 1 KG*18 KG (Box Folding) NGP,Kasana-2,FH076110001800000D,12,,12,9,0,,225,2,,,,,,,,12
30-Jul-25,25.9685,5,72,1963.2186,1.9231,1.58,3.50,26.8774,5,72,2031.93,26.4679,5,72,2000.97,,,,,,SoanPapdi Regular MRP30|100GM*7.2KG NGP,Kasana-2,FH083701000720000D,,,0,4,0,,35,2,,,,,,,,0
15-Jul-25,33.3881,5,72,2524.1404,1.9228,1.58,3.50,34.5566,5,72,2612.48,34.0301,5,72,2572.68,4,12,1,-,12,Soan Cake Regular 100 GM*7.2 KG NGP,Kasana-2,FH083301000720000D,5,,5,4,0,Nov-25,45,2,,,,,,,,5
,,,,0.0000,,,,,,,,,,,0.00,9,13,3,6,2,Soan Cake Flavoured 400 GM*7.2 KG NGP,Kasana-2,FH083104000720000D,,8,8,4,0,,150,2,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,1,,,-,Orange Soan Papdi 250 GM*18 KG NGP,Kasana-2,,26,,26,4,0,,75,2,,,,,,,,26
15-Jul-25,55.6468,5,72,4206.8981,1.9232,1.58,3.50,57.5944,5,72,4354.14,56.7170,5,72,4287.81,,20,,-,-,Soan Papdi Regular 250 GM*18 KG NGP,Kasana-2,FH083702501800002D,12,,12,4,0,Nov-25,75,2,,,,,,,,12
15-Jul-25,100.1642,5,36,3786.2068,1.9230,1.58,3.50,103.6699,5,36,3918.72,102.0904,5,36,3859.02,,46,,-,,Soan Papdi Regular 500 GM*18 KG NGP,Kasana-2,FH083705001800002D,54,,54,4,0,Oct-25,135,2,,,,,,,,54
15-Jul-25,59.3565,5,72,4487.3514,1.9231,1.58,3.50,61.4340,5,72,4644.41,60.4980,5,72,4573.65,115,200,50,46,40,Soan Papdi (Pl. Box) 250 GM*18 KG NGP,Kasana-2,FH083702501800004D,102,50,152,4,0,Nov-25,80,2,,,,,,,,102
15-Jul-25,111.2935,5,36,4206.8943,1.9230,1.58,3.50,115.1888,5,36,4354.14,113.4337,5,36,4287.79,119,237,62,65,56,Soan Papdi (Pl. Box) 500 GM*18 KG NGP,Kasana-2,FH083705001800001D,131,50,181,4,0,Nov-25,150,2,,,,,,,,131
15-Jul-25,7.3985,12,40,331.4528,1.9234,1.58,3.50,7.6574,12,40,343.05,7.5408,12,40,337.83,80,,518,115,279,Mango Drink 125 ML (5 L C/S),-,FDRTA1201250500,271,,271,6,0,Oct-25,10,6.66,,,,,,,,271
15-Jul-25,7.3985,12,40,331.4528,1.9234,1.58,3.50,7.6574,12,40,343.05,7.5408,12,40,337.83,85,18,544,65,168,Litchi Drink 125 ML (5 L C/S),-,FDRTA1801250500,91,,91,6,0,Aug-25,10,6.66,,,,,,,,91
15-Jul-25,11.2687,5,30,354.9641,2.4129,1.58,4.00,11.7192,5,30,369.15,11.5406,5,30,363.53,92,,1159,582,262,MatkaJhatka(MasalaChaas)180Ml(5.400KgCS),-,FDRTA0201800540,427,,427,6,0,Sep-25,15,23.33,,,,,,,,427
,,,,0.0000,,,,,,,0.00,,,,0.00,24,2,46,4,48,ButterScotchFlavorMilk180mlBott.C/s24nos,Kasana,,,,0,6,0,,20,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,20,52,26,48,-,ChocolateFlavoredMilk180ml Bott.C/s24nos,-,FDPTB0201800434,,,0,6,0,,20,,,,,,,,,0
15-Jul-25,15.6492,5,24,394.3598,1.9420,1.56,3.50,16.1970,5,24,408.16,15.9531,5,24,402.02,,,190,93,100,Keshar Milk 180ml PetBottle (C/s24nos),-,FDPTB0301800432,111,,111,6,0,Nov-25,20,4.17,,,,,,,,111
,,,,0.0000,,,,,,,,,,,0.00,22,13,35,45,5,RoseFlavoured Milk180ml Bott.(C/s 24nos),-,FDPTB0601800432,,,0,6,0,,20,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,13,34,28,StrawberryFlavourMilk180ml Bott.C/s24nos,-,FDPTB0701800432,,,0,6,0,,20,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,47,41,187,46,37,VanillaFlavoredMilk 180ml Bott.C/s24nos,-,FDPTB0401800432,,,0,6,0,,20,,,,,,,,,0
15-Jul-25,15.0247,5,30,473.2781,2.4147,1.58,4.00,15.6256,5,30,492.21,15.3875,5,30,484.71,,,7128,1759,973,Classic Lassi 180Ml (5.400 Kg C/S),-,FDRTA0301800540,400,,400,6,0,Nov-25,20,13.75,,,,,,,,400
,,,,0.0000,,,,,,,,,,,0.00,,,,10,-,Kala Khatta Squash 750 ML*12 bott,-,FB043907500900000D,,,0,12,0,,175,,,,,,,,,0
15-Jul-25,123.8440,12,12,1664.4634,1.9234,1.58,3.50,128.1788,12,12,1722.72,126.2260,12,12,1696.48,,,,22,0,Lemon Squash 750 ML*9L NGP,-,FB047607500900000D,2,,2,12,0,Apr-26,175,,,,,,,,,2
,,,,0.0000,,,,,,,,,,,0.00,,,,,-,,-,,,,0,12,0,,175,,,,,,,,,0
15-Jul-25,123.8440,12,12,1664.4634,1.9234,1.58,3.50,128.1788,12,12,1722.72,126.2260,12,12,1696.48,,7,25,110,0,Orange Squash 750 ML*9L NGP,-,FB062707500900000D,32,,32,12,0,Apr-26,175,,,,,,,,,32
15-Jul-25,117.5470,18,12,1664.4655,1.9231,1.58,3.50,121.6613,18,12,1722.72,119.8076,18,12,1696.48,,4,10,34,1,Rose Squash 750 ML*9L NGP,-,FB079907500900000D,6,,6,18,0,Nov-26,175,,,,,,,,,6
,,,,0.0000,,,,,,,,,,,0.00,,,,,-,,-,,,,0,12,0,,175,,,,,,,,,0
15-Jul-25,123.8440,12,12,1664.4634,1.9234,1.58,3.50,128.1788,12,12,1722.72,126.2260,12,12,1696.48,,,10,12,3,Pineapple Squash 750 ML*9L NGP,-,FB073407500900000D,2,,2,12,0,May-26,175,,,,,,,,,2
,,,,0.0000,,,,,,,,,,,0.00,,,,,0,,-,,,,0,,0,,180,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,,,-,,-,,,,0,,0,,380,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,,,15,Mexilla Flaming Hot MRP 5|18 GM*3.456 KG,Delhi,FI058000180345602D,,,0,,0,,5,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,,,-,Mexilla Mexican Tomato18 GM*3.456 KG,Delhi,FI058300180345601D,,,0,,0,,5,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,1,,,,-,Mexilla Nacho Cheese 18GM*3.456 KG,Delhi,FI058400180345601D,,,0,,0,,5,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,4,,,,-,Mexilla Sweet Thai Chilli 18GM*3.456 KG,Delhi,FI058500180345601D,,,0,,0,,5,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,6,,,,-,Mexilla Flaming Hot MRP 10|40GM*4.8KG,Delhi,FI058000400480002D,,,0,,0,,10,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,,,-,Mexilla Mexican Tomato 40 GM*4.8 KG NGP,Delhi,FI058300400480001D,,,0,,0,,10,,,,,,,,,0
15-Jul-25,6.8696,12,120,923.2742,3.2025,1.60,4.80,7.1993,12,120,967.59,7.0896,12,120,952.84,3,,,-,19,Mexilla Nacho Cheese 40 GM * 4.8 KG,Delhi,FI058400400480001D,,,0,4,0,,10,,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,3,,,,-,Mexilla SweetThaichilliMRP 10|40GM*4.8KG,Delhi,FI058500400480002D,,,0,,0,,10,,,,,,,,,0
15-Jul-25,3.4348,12,192,738.6194,3.2025,1.60,4.80,3.5997,12,192,774.08,3.5448,12,192,762.27,-,,191,-,5,Panga Tangy Tomato MRP 5|16 GM*3.072 KG,Central Ware House,FI063400160307201D,186,,186,4,0,Nov-25,5,,,,,,,,,186
16-Jul-25,3.4348,12,192,738.6194,3.2025,1.60,4.80,3.5997,12,192,774.08,3.5448,12,192,762.27,-,,194,,-,Panga Teekha Achari MRP 5|16 GM*3.072 KG,Central Ware House,FI350600160307201D,55,,55,4,0,Nov-25,5,,,,,,,,,55
19-Jul-25,6.8696,12,120,923.2742,3.2025,1.60,4.80,7.1993,12,120,967.59,7.0896,12,120,952.84,-,,,,-,Panga Tangy Tomato MRP 10|38GM*4.56KG,Central Ware House,FI063400160307201D,,,0,4,0,,10,,,,,,,,,0
29-Jul-25,6.8696,12,120,923.2742,3.2025,1.60,4.80,7.1993,12,120,967.59,7.0896,12,120,952.84,-,,,,-,Panga Teekha Achari MRP 10|38 GM**4.56 KG,Central Ware House,FI350600380456002D,17,,17,4,0,Nov-25,10,,,,,,,,,17
,,,,0.0000,,,,,,,,,,,0.00,,,,80,89,,-,FI088100220660000D,,,0,4,0,,5,4.17,,,,,,,,0
23-07-25,3.4158,12,300,1147.7088,3.2028,1.60,4.80,3.5798,12,300,1202.81,3.5252,12,300,1184.47,,,25,,-,Takatak Chatpata Masala MRP 5|20GM*6KG,-,,,,0,4,0,,5,4.17,,,,,,,,0
15-Jul-25,3.4158,12,300,1147.7088,3.2028,1.60,4.80,3.5798,12,300,1202.81,3.5252,12,300,1184.47,,,,29,-,Takatak Flaming Masala 22 GM*6.6 KG NGP,-,FI088100220660000D,,,0,4,0,Oct-25,5,4.17,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,5,,19,,-,Takatak Namkeen Chilli 22 GM*6.6 KG NGP,-,,,,0,4,0,,5,4.17,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,,17,-,Takatak Namkeen Tomato MRP 5|20GM*6KG,-,,,,0,4,0,,5,4.17,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,,,-,Taka Tak Noodle 20Gm (5.76 KgC/S) Rs 5/-,-,,,,0,,0,,5,4.17,,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,,,2,7,-,Takatak Namkeen Chilli 0|558.8KG,-,FI088500550880000D,,,0,4,0,,10,4.17,,,,,,,,0
15-Jul-25,6.8696,12,180,1384.9114,3.2025,1.60,4.80,7.1993,12,180,1451.38,7.0896,12,180,1429.26,,,,-,2,Takatak ChatpataMasala MRP 10 45GM*8.1KG,-,FI122500450810000D,,,0,4,0,,10,4.17,,,,,,,,0
15-Jul-25,3.4348,12,240,923.2742,5.0512,1.63,6.68,3.6642,12,240,984.94,3.6083,12,240,969.91,70,,,-,48,Chips Cream N Onion MRP 5|13 GM*3.12 KG,Gaya,FI001800130312001D,,,0,4,0,,5,,3.9,,,,,,,0
15-Jul-25,3.4348,12,240,923.2742,5.0512,1.63,6.68,3.6642,12,240,984.94,3.6083,12,240,969.91,-,,,-,71,Chips Masala MRP 5|13 GM*3.12 KG,Gaya,FI002000130312001D,23,,23,4,0,Nov-25,5,,3.9,,,,,,,23
,,,,0.0000,,,,,,,,,,,0.00,-,5,,,68,Chips Pudina Treat MRP 5|13 GM*3.12 KG,Gaya,,,,0,4,0,,5,,3.9,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,16,1,,,49,Chips Tomato MRP 5|13 GM*3.12 KG,Gaya,FI002800110264001D,,,0,,0,,5,,3.9,,,,,,,0
,,,,0.0000,,,,,,,,,,,0.00,-,,,,,Chips Cream N Onion MRP 10|30 GM*4.32 KG,Gaya,,,,0,,0,,10,,,,,,,,,0
15-Jul-25,12.1026,12,72,975.9537,5.3906,0.00,5.39,12.7550,12,72,1028.56,12.7550,12,72,1028.56,-,,,-,48,Chips Salted MRP 20|55 GM*3.96 KG,Gaya,FI002400550396000D,,,0,4,0,,20,,3.9,,,,,,,0
08-Aug-25,12.1026,12,72,975.9537,3.4241,0.00,3.42,12.5170,12,72,1009.37,12.5170,12,72,1009.37,-,,,-,19,Chips Masala MRP 20|55 GM*3.96 KG,Gaya,FI002000550396001D,2,,2,4,0,Dec-25,20,,3.9,,,,,,,2
15-Jul-25,12.1026,12,72,975.9537,5.3906,0.00,5.39,12.7550,12,72,1028.56,12.7550,12,72,1028.56,-,1,,-,17,Chips Pudina Treat MRP 20|55 GM*3.96 KG,Gaya,FI002200550396000D,,,0,4,0,,20,,3.9,,,,,,,0
15-Jul-25,3.2150,12,156,561.7248,3.2006,1.60,4.80,3.3693,12,156,588.68,3.3179,12,156,579.70,820,427,368,431,606,Popcorn Salted MRP 5|11GM*1.716KG,Hariomkar,FI564600110171600D,731,,731,4,0,Nov-25,5,,,,,,,,,731
15-Jul-25,3.2150,12,120,432.0960,3.2006,1.60,4.80,3.3693,12,120,452.83,3.3179,12,120,445.93,192,304,229,202,200,Snac Lite Katori Cup Tomato 20 GM**2.4KG,Central Ware House,FI571900200240000D,73,,73,3,0,Oct-25,5,,,,,,,,,73
08-Aug-25,3.2150,12,144,518.5152,3.2006,1.60,4.80,3.3693,12,144,543.40,3.3179,12,144,535.11,-,,30,-,-,Snac Lite Soya Katori 20 GM * 2.88 KG,Central Ware House,FI220800200288001D,,,0,4,0,Nov-25,5,,,,,,,,,0
15-Jul-25,3.2150,12,120,432.0960,3.2006,1.60,4.80,3.3693,12,120,452.83,3.3179,12,120,445.93,280,194,150,167,121,Snac Lite Katori Cup Masala 20 GM*2.4KG,Central Ware House,FI572200200240000D,69,72,141,3,0,Oct-25,5,,,,,,,,,69
15-Jul-25,3.2150,12,120,432.0960,3.2006,1.60,4.80,3.3693,12,120,452.83,3.3179,12,120,445.93,162,145,141,71,111,Snac Lite Funfingers Masala 20 GM*2.4KG,Central Ware House,FI369100200240000D,48,36,84,3,0,Oct-25,5,,,,,,,,,48
30-Jul-25,3.4963,12,180,704.8541,3.2034,1.60,4.80,3.6642,12,180,738.70,3.6083,12,180,727.43,-,,46,,16,Chips Siracha MRP 5|13 GM*2.34 KG,Hariomkar,FI564400130234000D,8,,8,4,0,Nov-25,5,,,,,,,,,8
15-Jul-25,6.9391,12,96,746.0920,2.1689,1.58,3.75,7.1993,12,96,774.07,7.0896,12,96,762.27,13,36,23,2,25,AlooMasala ThickChips 30 GM*2.88 KG NGP,Central Ware House,FI000200300288000D,5,,5,4,0,Nov-25,10,,,,,,,,,5
15-Jul-25,6.9224,12,180,1395.5558,2.4153,1.58,4.00,7.1993,12,180,1451.38,7.0896,12,180,1429.26,7,6,3,10,4,BananaChips Yellow MRP10|20GM*3.6KG NGP,Kasana-2,FI015600200360000D,11,,11,12,0,Jul-26,10,,,,,,,,,11
23-07-25,19.9935,12,54,1209.2069,6.3786,1.65,8.02,21.5979,12,54,1306.24,21.2688,12,54,1286.34,14,49,33,65,7,H.F. Plain Wafer 100 GM*5.4 KG,Hariomkar,,28,,28,4,0,Nov-25,30,,,,,,,,,28
15-Jul-25,3.4963,12,180,704.8541,3.2034,1.60,4.80,3.6642,12,180,738.70,3.6083,12,180,727.43,1748,1526,1722,1750,1710,Halke Fulke 5/-,Gaya,,582,,582,,0,,5,,3.9,,,,,,,582
15-Jul-25,6.9391,12,120,932.6150,2.1689,1.58,3.75,7.1993,12,120,967.59,7.0896,12,120,952.84,2687,3127,2431,3096,2163,Halke Fulke 10/-,Gaya,,211,552,763,,0,,10,,3.9,,,,,,,211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
